price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,age,dist_city_center_km
4235000,5412,4,1,1,yes,no,yes,no,no,0,no,furnished,0.0,2.5
2143000,2352,3,1,2,no,yes,no,no,no,1,no,semi-furnished,9.0,0.3
3403000,5782,4,2,1,yes,no,no,no,no,2,no,semi-furnished,6.0,5.2
3341000,4002,5,2,1,yes,no,no,no,yes,2,no,semi-furnished,1.0,15.7
3768000,7349,3,2,1,yes,no,yes,no,no,2,no,furnished,19.0,18.1
2991000,4064,3,1,1,yes,yes,no,no,yes,2,no,unfurnished,30.0,25.0
3068000,4518,1,4,1,no,no,yes,no,yes,1,no,furnished,17.0,16.9
954000,1343,4,1,4,no,no,no,no,no,2,no,furnished,21.0,6.9
4623000,4505,4,1,1,yes,no,no,no,yes,2,yes,semi-furnished,3.0,4.7
960000,700,2,1,1,yes,no,no,no,no,0,no,semi-furnished,4.0,11.9
2263000,2015,3,2,1,yes,no,no,no,yes,0,no,furnished,3.0,10.8
5791000,7173,3,4,3,yes,no,,no,yes,3,no,semi-furnished,,
3292000,7229,2,2,2,no,yes,no,no,no,2,no,unfurnished,35.0,0.7
5122000,6436,6,3,2,no,no,yes,no,yes,2,no,semi-furnished,15.0,20.8
2224000,3373,2,1,3,yes,no,no,no,no,2,no,semi-furnished,26.0,4.9
3119000,5395,2,2,2,yes,no,yes,no,no,1,no,furnished,12.0,3.6
4701000,5492,3,2,1,yes,no,no,no,yes,2,yes,semi-furnished,6.0,7.9
3114000,2952,4,2,1,yes,yes,no,yes,no,1,no,unfurnished,7.0,9.0
4765000,8807,1,1,2,yes,no,no,no,yes,0,no,semi-furnished,1.0,1.9
5089000,7430,4,2,1,yes,no,yes,no,yes,2,yes,unfurnished,0.0,14.5
3852000,5014,3,2,2,yes,yes,no,yes,no,1,no,semi-furnished,14.0,2.7
3418000,5559,2,3,1,yes,no,yes,no,yes,2,no,unfurnished,7.0,1.7
4131000,5958,2,2,2,yes,no,no,no,yes,1,yes,unfurnished,10.0,4.2
1578000,1008,3,1,1,yes,yes,no,no,no,1,yes,unfurnished,10.0,10.5
2428000,4956,3,2,1,yes,yes,no,no,no,0,no,unfurnished,4.0,26.9
3188000,4000,5,1,2,yes,no,no,no,no,1,no,semi-furnished,8.0,13.3
3169000,3296,4,3,3,no,no,yes,no,no,0,no,unfurnished,8.0,22.6
3800000,4882,6,2,2,yes,yes,no,no,no,0,no,semi-furnished,6.0,1.2
4577000,9455,3,1,2,no,no,yes,no,no,3,no,unfurnished,21.0,0.6
4230000,6910,6,4,1,no,no,no,no,no,0,no,furnished,7.0,6.5
2804000,4243,3,2,1,yes,no,no,no,no,1,no,unfurnished,11.0,2.7
3854000,6760,3,1,1,yes,no,no,no,yes,1,no,unfurnished,27.0,14.1
4372000,8579,2,2,1,no,no,no,no,no,2,no,furnished,24.0,8.9
3922000,7534,2,1,1,yes,no,yes,no,no,0,yes,unfurnished,27.0,28.2
3625000,5631,4,3,1,no,yes,no,yes,no,2,no,unfurnished,4.0,2.4
3343000,4077,3,3,3,yes,no,yes,no,no,2,no,semi-furnished,0.0,5.3
4673000,7036,2,4,1,yes,no,no,no,yes,0,no,semi-furnished,4.0,5.6
4770000,6366,4,2,2,yes,yes,,no,yes,1,no,semi-furnished,,
4362000,7469,3,2,2,yes,no,yes,no,no,3,no,semi-furnished,29.0,7.1
4457000,6897,3,3,2,no,yes,no,no,yes,2,no,furnished,13.0,4.7
4942000,7809,3,1,2,yes,no,yes,no,no,2,no,furnished,1.0,4.7
3395000,4322,4,2,1,yes,no,no,no,yes,0,no,furnished,2.0,3.6
5029000,8398,4,2,1,yes,no,yes,no,no,1,no,semi-furnished,2.0,0.3
3641000,5935,3,1,2,yes,yes,no,no,no,1,no,furnished,12.0,5.9
5126000,10066,3,2,3,yes,yes,no,no,yes,0,no,unfurnished,16.0,3.3
3728000,3984,3,3,1,yes,no,yes,no,no,1,no,semi-furnished,24.0,0.3
4985000,9319,4,3,1,yes,no,no,no,no,2,no,unfurnished,34.0,2.9
3961000,5935,3,1,3,yes,no,no,yes,yes,1,no,furnished,3.0,2.6
2333000,4067,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished,4.0,4.0
2534000,4435,2,1,2,yes,yes,no,no,no,2,no,semi-furnished,3.0,1.1
3846000,4795,3,3,2,no,no,yes,no,yes,1,yes,unfurnished,5.0,5.7
4096000,6433,3,1,1,yes,no,yes,no,no,2,no,unfurnished,30.0,9.4
4116000,6650,4,2,2,yes,yes,no,no,yes,0,no,unfurnished,10.0,8.0
3564000,4238,2,1,2,yes,no,no,no,yes,2,no,furnished,16.0,13.0
3101000,5446,3,2,1,yes,no,no,no,no,0,no,unfurnished,8.0,4.8
5091000,10213,4,2,2,yes,yes,no,no,no,0,no,semi-furnished,0.0,5.9
5145000,9301,4,3,3,yes,no,no,no,no,2,no,unfurnished,1.0,13.3
3909000,6460,3,1,2,yes,no,no,no,yes,1,yes,semi-furnished,9.0,4.5
3600000,5584,3,2,1,yes,no,,no,yes,3,no,semi-furnished,,
3699000,5764,3,1,2,yes,no,yes,no,yes,1,no,furnished,3.0,4.6
3568000,6850,5,2,2,yes,no,no,no,no,1,no,unfurnished,15.0,4.3
3373000,3250,2,3,3,yes,yes,no,no,no,1,no,semi-furnished,20.0,11.4
3604000,4934,5,1,2,no,no,yes,no,no,1,no,furnished,6.0,1.5
2788000,1829,4,3,1,yes,no,yes,no,yes,1,no,furnished,16.0,3.3
4311000,6378,3,2,2,yes,no,no,no,no,2,yes,unfurnished,6.0,2.0
3499000,6924,1,1,2,yes,yes,yes,no,no,2,no,semi-furnished,14.0,3.6
2163000,4437,3,2,1,yes,no,no,yes,no,2,no,unfurnished,17.0,2.1
5683000,8963,3,1,2,yes,no,no,no,yes,3,no,unfurnished,58.0,6.9
2120000,2803,2,2,1,yes,no,no,no,no,1,no,unfurnished,5.0,12.8
2987000,2278,4,3,2,yes,no,yes,no,no,2,yes,unfurnished,6.0,12.4
3090000,5994,6,1,1,yes,no,no,no,no,1,no,unfurnished,2.0,3.6
4379000,7804,3,2,2,no,yes,yes,no,yes,2,yes,semi-furnished,3.0,35.9
6431000,9205,4,3,3,yes,no,no,no,no,1,yes,furnished,14.0,7.2
4383000,4490,2,4,3,yes,no,no,no,yes,3,no,semi-furnished,30.0,4.1
5441000,7873,3,2,3,yes,no,no,no,yes,2,yes,semi-furnished,6.0,14.4
3793000,5415,2,4,4,yes,no,no,no,no,3,no,furnished,2.0,10.5
4393000,5120,4,2,1,yes,no,,no,no,2,yes,unfurnished,,
4928000,7444,5,2,2,yes,no,no,no,no,3,no,semi-furnished,7.0,1.7
5067000,6935,4,3,2,yes,yes,no,no,yes,2,no,unfurnished,4.0,5.1
2402000,2032,2,2,3,yes,no,yes,no,no,1,no,semi-furnished,3.0,15.8
4072000,8748,3,2,1,yes,no,yes,no,no,1,no,semi-furnished,16.0,5.6
4563000,8536,3,2,4,no,yes,no,no,yes,1,no,semi-furnished,0.0,9.2
3492000,4124,3,3,2,yes,yes,no,no,no,0,yes,semi-furnished,9.0,7.1
4422000,6371,4,3,3,yes,yes,no,no,no,1,no,unfurnished,19.0,14.8
3600000,6587,4,2,1,yes,no,no,no,no,1,no,furnished,4.0,2.7
4303000,6073,4,1,1,yes,no,no,yes,yes,1,yes,semi-furnished,11.0,6.9
3015000,4289,3,2,3,no,yes,no,no,no,3,no,unfurnished,13.0,1.1
4012000,4022,3,2,1,yes,yes,no,no,yes,3,yes,semi-furnished,13.0,9.4
3767000,5444,2,1,3,yes,no,yes,no,yes,0,no,semi-furnished,7.0,10.5
4878000,8080,3,3,1,yes,no,no,no,yes,1,yes,semi-furnished,5.0,0.4
5470000,6696,3,2,2,yes,yes,yes,no,yes,1,yes,furnished,22.0,9.0
2498000,4685,4,1,2,no,no,no,no,no,1,no,semi-furnished,17.0,4.3
4667000,7198,4,1,2,yes,no,no,yes,no,2,no,unfurnished,5.0,1.1
969000,700,2,1,2,no,no,no,no,no,1,no,semi-furnished,1.0,4.4
5377000,8027,3,4,1,yes,no,yes,no,yes,1,no,furnished,1.0,1.7
1951000,1673,2,1,1,yes,no,yes,no,no,2,no,semi-furnished,1.0,4.3
3065000,4703,2,1,1,yes,yes,no,no,no,2,no,furnished,10.0,3.9
2954000,3037,4,2,2,yes,yes,no,no,no,0,no,unfurnished,1.0,10.7
2065000,2652,1,1,2,yes,no,no,no,no,2,no,semi-furnished,5.0,11.9
4630000,8054,3,1,2,yes,no,no,no,yes,1,no,unfurnished,17.0,7.5
3524000,4471,2,1,2,yes,no,yes,no,no,1,yes,semi-furnished,4.0,0.3
3794000,6262,5,2,2,yes,no,yes,no,yes,0,no,unfurnished,17.0,21.4
4179000,5397,3,2,2,yes,yes,yes,no,no,1,yes,semi-furnished,16.0,9.3
3619000,6549,2,2,1,no,no,yes,yes,no,1,no,furnished,3.0,0.3
3441000,5669,3,2,1,yes,no,no,no,no,1,yes,furnished,16.0,13.7
3403000,2677,4,4,4,yes,no,yes,no,no,2,no,semi-furnished,17.0,1.8
5233000,7692,6,2,3,yes,no,yes,no,no,2,no,semi-furnished,6.0,6.9
2664000,4414,2,1,1,no,no,no,no,yes,0,no,semi-furnished,3.0,5.0
2997000,2076,5,1,2,yes,no,no,no,no,0,yes,unfurnished,9.0,4.4
4073000,4558,5,2,3,yes,no,no,no,no,2,no,furnished,31.0,17.6
6225000,8802,5,3,2,yes,no,no,yes,yes,0,yes,semi-furnished,12.0,4.6
4806000,7370,4,1,1,yes,yes,yes,no,yes,3,no,unfurnished,2.0,0.6
3656000,4733,4,2,1,yes,no,no,yes,yes,2,no,semi-furnished,14.0,23.4
2942000,4732,3,1,2,no,no,yes,no,no,1,no,unfurnished,7.0,20.3
4077000,4792,4,2,4,yes,no,no,no,no,0,yes,semi-furnished,11.0,9.2
5989000,10069,3,3,2,yes,no,no,no,yes,0,yes,semi-furnished,16.0,5.0
4204000,6340,4,1,1,no,no,no,no,no,0,no,furnished,9.0,0.8
3582000,6446,3,2,1,yes,no,no,no,no,0,yes,unfurnished,20.0,12.5
5321000,7767,4,1,3,no,no,,no,yes,2,yes,unfurnished,,0.6
3220000,6025,4,2,3,no,yes,no,no,no,0,no,unfurnished,11.0,0.6
3669000,4930,2,1,2,yes,no,yes,no,yes,1,no,semi-furnished,2.0,6.2
4521000,5068,4,3,2,yes,no,no,no,no,1,yes,unfurnished,22.0,1.4
2791000,5342,3,1,1,yes,no,yes,no,yes,1,no,semi-furnished,33.0,0.3
4298000,5418,4,3,3,yes,no,no,no,yes,0,no,semi-furnished,2.0,4.4
5145000,7101,3,2,3,yes,no,yes,no,yes,0,yes,unfurnished,8.0,1.2
4042000,5614,3,2,1,yes,no,yes,no,yes,0,no,furnished,4.0,1.4
4586000,7112,5,1,2,yes,no,no,no,no,2,no,furnished,17.0,0.6
4127000,5322,3,3,1,yes,yes,yes,no,yes,1,no,semi-furnished,15.0,1.8
3323000,5673,4,1,1,yes,no,no,no,no,2,yes,unfurnished,2.0,10.1
2724000,1104,3,1,1,yes,no,yes,no,yes,1,no,semi-furnished,25.0,13.2
3912000,7516,3,2,1,yes,no,no,no,no,1,no,semi-furnished,2.0,4.8
3247000,6262,3,1,1,no,yes,no,no,no,1,no,unfurnished,19.0,5.7
4398000,7696,3,1,2,yes,no,no,no,no,2,yes,semi-furnished,7.0,0.3
2301000,700,3,4,2,yes,no,no,no,yes,1,yes,furnished,5.0,0.6
5090000,10094,1,4,2,yes,no,yes,no,no,0,no,semi-furnished,2.0,2.4
2935000,5193,3,2,1,yes,no,no,no,yes,1,no,unfurnished,2.0,6.3
5075000,7938,1,3,1,yes,yes,yes,no,yes,1,no,furnished,13.0,10.8
2738000,3212,6,2,2,no,no,no,no,no,1,no,semi-furnished,10.0,7.4
4395000,6848,6,1,2,yes,no,no,no,no,2,no,furnished,2.0,4.0
2238000,3182,3,2,1,yes,no,no,no,no,1,no,semi-furnished,1.0,1.0
3636000,4128,4,2,3,yes,yes,yes,no,no,2,no,semi-furnished,1.0,12.1
5379000,9711,3,4,2,yes,no,yes,no,no,1,no,semi-furnished,16.0,3.6
3908000,5080,4,1,3,yes,no,yes,no,no,2,no,semi-furnished,15.0,10.7
3961000,5978,4,2,2,yes,no,no,no,no,2,no,unfurnished,1.0,5.8
3933000,7414,5,1,1,yes,no,yes,no,no,1,no,unfurnished,10.0,10.7
3858000,6591,3,1,2,yes,no,no,no,no,2,no,unfurnished,1.0,19.0
3605000,5831,4,1,1,yes,no,yes,no,yes,2,no,unfurnished,28.0,20.3
4863000,6303,3,4,2,yes,yes,yes,no,yes,1,no,furnished,29.0,6.1
5540000,10788,6,3,1,yes,yes,no,no,no,1,no,semi-furnished,14.0,5.7
3724000,5373,1,3,3,yes,no,yes,no,yes,2,no,unfurnished,31.0,2.5
4414000,5942,4,2,1,yes,yes,no,no,yes,1,yes,semi-furnished,20.0,22.0
4819000,7811,4,1,3,yes,no,no,yes,no,0,no,unfurnished,21.0,4.9
5097000,7932,4,1,3,yes,yes,yes,no,no,2,yes,furnished,10.0,1.1
4949000,8111,2,1,2,yes,yes,no,no,no,0,no,semi-furnished,4.0,4.5
5142000,6905,5,2,2,yes,yes,no,no,yes,2,no,semi-furnished,3.0,1.1
2645000,2985,2,3,2,yes,no,yes,no,yes,2,no,semi-furnished,5.0,5.6
5370000,9094,4,2,3,yes,no,yes,no,yes,3,no,semi-furnished,12.0,6.6
2676000,2978,2,1,2,yes,no,no,no,no,0,no,semi-furnished,2.0,3.3
4032000,6166,3,1,3,no,no,yes,no,no,1,no,semi-furnished,4.0,0.6
2695000,3841,3,1,2,no,no,no,no,no,1,yes,semi-furnished,8.0,23.0
4008000,5359,3,2,3,yes,no,no,no,yes,1,no,furnished,3.0,11.9
3903000,6223,2,4,2,yes,no,yes,no,no,0,yes,unfurnished,11.0,14.6
4375000,6207,2,2,2,yes,no,no,no,no,1,yes,semi-furnished,31.0,3.7
4431000,6428,3,3,3,yes,no,no,no,yes,1,yes,semi-furnished,17.0,11.4
5693000,9050,4,2,3,yes,no,no,no,no,0,yes,semi-furnished,13.0,5.3
4444000,6498,5,2,2,no,no,no,no,no,2,no,unfurnished,10.0,1.8
2888000,4963,2,1,1,yes,no,no,no,no,2,no,semi-furnished,8.0,1.1
5401000,7621,3,3,2,yes,no,yes,no,no,2,yes,unfurnished,2.0,3.4
5557000,8117,2,3,4,yes,yes,no,no,no,3,no,semi-furnished,27.0,1.2
2207000,2799,1,1,3,yes,no,no,no,no,1,yes,semi-furnished,3.0,45.0
4728000,6814,4,2,3,yes,yes,no,yes,no,3,no,semi-furnished,1.0,0.4
4083000,7043,4,2,1,yes,no,no,no,no,2,no,semi-furnished,17.0,4.7
3576000,4845,2,2,2,yes,no,no,no,yes,1,yes,semi-furnished,2.0,4.8
4461000,8527,2,4,2,yes,no,no,no,no,0,no,unfurnished,6.0,2.9
3561000,5170,1,2,3,yes,yes,no,no,no,1,no,furnished,0.0,6.8
3634000,5776,4,2,1,yes,yes,no,no,no,1,no,unfurnished,2.0,1.3
3923000,5119,6,1,3,no,yes,no,no,yes,1,no,unfurnished,2.0,12.3
2995000,5534,2,1,2,yes,no,yes,no,yes,1,no,unfurnished,1.0,3.2
2585000,3088,2,1,1,yes,no,no,yes,yes,2,no,semi-furnished,13.0,7.2
3367000,2332,5,1,1,yes,no,yes,no,yes,1,yes,unfurnished,22.0,10.1
5226000,9008,5,2,1,yes,no,yes,no,yes,0,yes,semi-furnished,6.0,17.6
3220000,3637,3,2,2,yes,no,yes,yes,no,2,no,furnished,25.0,14.5
1822000,3319,2,1,1,yes,no,no,no,no,1,yes,unfurnished,3.0,7.5
2093000,763,1,3,1,yes,yes,no,yes,no,3,yes,furnished,5.0,3.9
3118000,4094,3,1,3,yes,yes,no,no,no,0,no,unfurnished,2.0,5.6
2349000,2589,3,1,1,yes,no,yes,no,no,3,no,furnished,12.0,11.7
4634000,9112,1,1,1,yes,no,no,no,no,0,no,furnished,7.0,16.8
4772000,7722,3,2,2,no,no,yes,no,yes,0,no,furnished,11.0,0.9
2679000,3986,1,1,2,no,no,yes,no,yes,0,no,semi-furnished,17.0,3.9
5511000,10455,4,2,3,no,no,no,no,no,2,yes,furnished,9.0,12.0
4667000,7660,3,2,2,yes,no,no,no,yes,2,no,furnished,12.0,4.5
2983000,4785,1,4,3,no,yes,,no,no,1,no,unfurnished,33.0,3.2
1527000,700,3,1,2,yes,no,no,no,yes,3,no,unfurnished,4.0,4.2
5402000,10540,3,1,1,yes,no,no,no,no,1,yes,unfurnished,5.0,7.4
2735000,2443,6,1,1,yes,yes,,no,no,2,no,unfurnished,,
2948000,1880,3,2,2,yes,no,yes,no,no,2,yes,semi-furnished,11.0,5.4
4073000,7750,3,1,2,yes,no,no,no,yes,1,no,unfurnished,2.0,1.9
6493000,10867,4,3,2,yes,no,yes,no,yes,1,no,semi-furnished,6.0,1.4
4551000,8545,3,2,2,yes,no,no,no,no,3,yes,semi-furnished,8.0,0.3
4814000,6741,5,2,2,yes,no,no,no,no,3,no,unfurnished,7.0,6.5
3643000,6808,3,2,1,yes,no,no,no,no,3,no,furnished,2.0,6.3
3744000,7378,3,1,1,yes,no,no,no,no,3,yes,unfurnished,31.0,1.8
4145000,7170,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,17.0,9.5
4302000,6119,3,1,2,yes,no,yes,no,no,2,yes,furnished,8.0,10.8
3641000,5729,4,2,2,no,no,no,no,no,1,no,furnished,14.0,2.4
3496000,5362,4,1,1,yes,yes,no,no,yes,3,no,furnished,27.0,3.4
2985000,3841,2,1,2,yes,no,yes,no,yes,1,no,unfurnished,2.0,37.2
3375000,4883,2,4,3,yes,no,no,no,no,1,yes,unfurnished,3.0,3.8
1979000,1775,4,1,1,yes,no,yes,no,no,1,yes,semi-furnished,9.0,11.4
4093000,5284,5,3,2,yes,no,yes,no,no,1,no,semi-furnished,19.0,4.8
2838000,3325,2,3,4,yes,no,no,no,yes,0,no,furnished,0.0,12.6
2463000,3072,3,1,1,no,no,no,no,yes,2,no,unfurnished,50.0,11.7
3209000,5896,3,1,2,yes,no,no,no,no,2,no,furnished,7.0,8.8
5291000,8562,5,1,1,yes,no,yes,no,yes,0,no,unfurnished,5.0,15.4
4657000,7520,2,2,2,yes,no,no,no,no,2,yes,unfurnished,4.0,22.4
2807000,2045,2,2,1,yes,no,yes,no,yes,2,no,unfurnished,2.0,6.9
4068000,3323,4,3,4,yes,yes,no,no,no,1,no,semi-furnished,19.0,2.2
4728000,7570,2,4,2,yes,no,no,no,no,1,yes,unfurnished,37.0,4.1
2795000,3339,3,2,3,yes,no,no,no,yes,2,no,semi-furnished,6.0,11.4
3179000,5006,3,1,2,yes,no,no,no,yes,2,no,unfurnished,37.0,8.4
3402000,6710,3,1,2,yes,no,no,no,no,1,no,unfurnished,21.0,1.6
2832000,3370,3,3,2,yes,no,no,no,no,2,no,semi-furnished,8.0,0.4
3404000,5732,3,1,3,yes,no,no,no,no,0,no,semi-furnished,13.0,9.2
2035000,2565,2,1,4,yes,no,no,no,no,1,no,unfurnished,7.0,2.3
2877000,4177,3,2,2,yes,no,no,no,yes,0,no,unfurnished,10.0,5.5
4055000,6204,4,2,3,yes,no,no,no,yes,0,no,unfurnished,1.0,11.0
3398000,1995,4,3,2,yes,no,no,no,no,2,yes,furnished,14.0,6.6
4825000,6469,2,2,2,yes,no,yes,no,yes,3,no,furnished,1.0,0.7
2556000,5457,2,1,2,yes,no,yes,no,no,1,no,unfurnished,20.0,1.6
4262000,6715,3,4,1,yes,yes,no,no,no,0,no,furnished,21.0,2.0
3923000,5993,3,1,1,yes,yes,no,no,yes,2,no,furnished,3.0,2.4
4489000,8501,3,1,1,yes,yes,no,no,no,2,yes,furnished,5.0,6.7
4680000,5775,4,2,2,yes,no,yes,no,yes,2,yes,semi-furnished,8.0,5.6
3219000,4555,2,1,2,yes,no,no,no,yes,2,no,semi-furnished,11.0,1.8
3504000,5769,1,2,2,yes,no,no,no,no,1,no,semi-furnished,4.0,0.6
4688000,6695,3,1,4,yes,yes,no,no,no,2,yes,furnished,11.0,1.5
3861000,5607,4,2,2,yes,no,yes,no,yes,0,yes,unfurnished,4.0,33.3
3994000,5589,2,2,2,yes,no,no,no,no,1,no,unfurnished,1.0,5.1
3969000,3956,4,3,1,yes,no,no,no,no,1,yes,furnished,0.0,16.2
3778000,4042,3,3,1,yes,no,yes,no,yes,1,no,furnished,1.0,15.1
3586000,2414,5,1,3,yes,yes,no,no,no,3,yes,semi-furnished,19.0,5.7
5044000,9349,5,2,2,no,no,,no,no,2,no,unfurnished,,9.8
3582000,2764,3,2,3,yes,yes,yes,no,no,0,yes,unfurnished,7.0,1.7
2507000,3976,2,1,1,yes,no,no,no,yes,0,no,unfurnished,9.0,9.3
3250000,3920,3,3,2,yes,no,yes,no,no,1,no,unfurnished,2.0,2.5
4673000,7469,2,2,1,yes,no,yes,no,no,1,yes,furnished,10.0,14.3
3954000,4851,4,1,1,no,no,no,no,yes,2,no,furnished,2.0,0.7
5508000,8245,4,2,1,yes,yes,no,no,yes,3,no,semi-furnished,11.0,11.9
3583000,4018,4,1,1,no,no,no,yes,yes,3,yes,unfurnished,32.0,0.8
4364000,6114,4,2,1,yes,no,yes,no,yes,2,no,semi-furnished,3.0,17.0
3083000,3662,3,1,1,yes,yes,no,no,yes,2,no,unfurnished,17.0,2.9
5918000,10219,2,4,4,yes,no,no,no,no,1,no,unfurnished,0.0,8.5
3810000,2887,4,3,1,yes,no,no,no,yes,0,yes,unfurnished,6.0,5.3
3684000,6182,3,2,1,yes,no,no,no,no,1,no,furnished,1.0,3.6
4997000,6894,4,2,1,yes,no,no,no,no,1,yes,furnished,5.0,8.3
4308000,6410,3,3,2,yes,yes,no,yes,no,2,no,unfurnished,2.0,23.6
3370000,5092,2,2,1,yes,no,no,no,no,0,no,furnished,6.0,0.3
4949000,5214,6,1,3,yes,no,yes,yes,yes,1,no,furnished,6.0,20.1
3849000,5596,2,2,4,yes,no,yes,no,no,1,no,unfurnished,4.0,7.5
4795000,5177,6,3,1,yes,no,yes,no,no,3,yes,unfurnished,13.0,13.2
5195000,7621,6,2,2,yes,no,yes,no,yes,1,no,furnished,30.0,3.9
6689000,10363,4,2,1,yes,yes,yes,no,yes,2,yes,unfurnished,6.0,5.1
4143000,4274,4,3,2,yes,no,no,no,yes,2,no,furnished,3.0,16.3
2915000,2486,3,3,2,no,no,yes,no,yes,1,no,semi-furnished,4.0,4.3
4474000,5306,5,3,1,yes,no,no,no,yes,1,no,semi-furnished,23.0,6.1
6889000,11175,3,1,1,yes,no,no,yes,yes,2,yes,unfurnished,10.0,0.3
3209000,3732,3,2,2,yes,yes,yes,no,yes,1,no,furnished,7.0,1.4
5000000,9106,4,2,2,yes,yes,no,no,no,3,no,semi-furnished,2.0,8.2
6394000,9191,3,3,1,yes,yes,yes,no,yes,0,no,furnished,7.0,10.1
3041000,4282,3,2,2,yes,no,no,no,no,0,no,unfurnished,4.0,7.0
4097000,6752,3,1,2,yes,no,no,no,no,2,yes,unfurnished,34.0,1.2
5245000,9082,3,3,3,yes,no,yes,no,no,2,no,semi-furnished,26.0,4.7
4580000,4666,5,2,1,yes,yes,no,no,yes,3,no,furnished,1.0,3.5
4298000,5052,2,1,3,no,yes,no,no,no,2,yes,semi-furnished,9.0,5.5
4097000,4220,5,2,2,yes,no,yes,no,yes,3,yes,semi-furnished,3.0,16.3
2395000,3268,4,1,1,yes,no,no,no,no,2,no,unfurnished,6.0,12.0
2875000,4072,4,1,2,yes,no,no,no,no,2,no,semi-furnished,25.0,0.7
3191000,2807,3,1,2,yes,no,yes,no,yes,1,yes,unfurnished,9.0,17.7
4964000,5575,4,2,3,yes,no,no,no,yes,1,yes,semi-furnished,5.0,5.1
3648000,3806,1,2,1,yes,yes,yes,no,yes,3,no,semi-furnished,3.0,10.9
4567000,6014,4,2,2,yes,yes,no,no,yes,1,no,semi-furnished,19.0,1.2
3066000,2077,1,2,2,no,yes,yes,no,yes,1,no,semi-furnished,12.0,8.9
4376000,6228,5,3,4,yes,yes,no,no,no,1,no,unfurnished,8.0,2.2
4750000,7334,6,1,1,yes,yes,no,no,yes,1,yes,unfurnished,3.0,4.6
2786000,1114,3,1,4,yes,no,yes,yes,no,1,no,semi-furnished,5.0,0.3
4504000,6323,2,3,3,yes,no,yes,no,no,0,yes,furnished,39.0,1.3
4161000,8201,4,1,1,yes,no,yes,no,no,2,no,furnished,9.0,0.8
3409000,2839,3,4,3,yes,no,no,no,no,1,yes,semi-furnished,6.0,2.2
5532000,9180,5,3,4,no,no,yes,no,no,1,no,unfurnished,9.0,0.8
3116000,6422,2,2,1,yes,yes,no,no,no,0,no,unfurnished,18.0,9.4
2981000,3949,2,4,2,yes,no,no,no,no,0,no,furnished,5.0,0.3
4092000,5377,6,1,2,yes,no,no,no,yes,0,no,furnished,2.0,7.7
3612000,6728,4,1,1,yes,no,yes,no,no,2,no,semi-furnished,11.0,1.2
3438000,5667,4,2,1,yes,no,no,no,no,0,no,unfurnished,13.0,23.2
3168000,6685,3,2,1,yes,yes,no,no,no,3,no,semi-furnished,15.0,21.6
3103000,3475,4,3,1,no,no,no,no,no,0,yes,semi-furnished,26.0,2.0
3960000,5873,3,1,2,yes,yes,no,no,yes,0,no,semi-furnished,6.0,7.6
2948000,2390,4,2,1,yes,no,no,no,no,0,yes,furnished,1.0,0.3
3736000,5255,4,2,3,yes,no,no,no,no,0,no,semi-furnished,38.0,21.5
3087000,3511,3,2,2,yes,yes,no,no,yes,2,yes,unfurnished,7.0,5.9
2566000,3882,3,1,1,yes,yes,yes,no,no,2,no,unfurnished,12.0,0.4
4885000,8219,3,2,2,yes,yes,,no,yes,2,no,semi-furnished,13.0,3.4
5667000,7901,4,3,2,yes,yes,no,no,no,0,yes,furnished,9.0,0.6
3934000,6840,2,1,4,yes,no,yes,no,no,1,no,unfurnished,3.0,4.0
3768000,3097,4,3,1,yes,no,no,no,yes,1,no,unfurnished,17.0,8.9
3683000,4804,2,2,1,yes,yes,no,no,yes,3,yes,furnished,20.0,5.1
4613000,8169,4,3,3,yes,no,no,no,yes,0,no,unfurnished,10.0,3.9
4673000,5812,4,2,3,yes,no,yes,no,no,2,no,unfurnished,8.0,1.0
5215000,10603,2,1,2,yes,yes,,no,no,1,yes,semi-furnished,,
4631000,6365,2,2,3,yes,yes,yes,no,yes,1,no,semi-furnished,1.0,0.8
3469000,5923,2,3,1,yes,no,yes,no,yes,1,no,unfurnished,5.0,13.2
3116000,4820,4,2,2,yes,yes,no,no,no,0,yes,unfurnished,4.0,1.2
3995000,5794,4,4,1,yes,no,no,no,no,2,no,furnished,37.0,7.2
3791000,5165,1,2,1,yes,yes,yes,no,yes,0,no,furnished,18.0,3.4
4222000,7058,4,1,3,yes,no,no,no,yes,2,no,furnished,13.0,2.0
4069000,7605,3,2,1,yes,no,no,no,no,0,no,unfurnished,9.0,8.2
3920000,3771,3,4,2,yes,no,yes,no,no,3,no,semi-furnished,2.0,4.9
1759000,2571,5,1,3,no,no,no,no,no,0,no,semi-furnished,46.0,4.1
2169000,1460,3,3,1,yes,no,yes,no,no,2,no,unfurnished,6.0,7.2
5504000,6618,3,3,4,yes,yes,no,no,no,2,yes,semi-furnished,1.0,5.4
2477000,3073,1,2,4,no,no,no,no,no,3,no,unfurnished,8.0,2.9
1215000,764,2,1,2,yes,no,no,no,no,1,no,semi-furnished,25.0,6.6
4603000,6355,3,2,1,yes,no,yes,no,yes,2,yes,semi-furnished,26.0,8.9
4832000,10985,1,1,1,yes,no,no,no,yes,1,no,semi-furnished,0.0,0.3
